"ID";"block";"experience";"STEMContrasts1";"STEMContrasts2";"experienceContrasts";"STEM";"sexContrasts";"nStimuliContrasts1";"nStimuliContrasts2";"typeContrasts";"sex";"nStimuli";"typeOfAlternatives";"hitSum";"incorrectSum";"acc";"accAttempts";"attempts";"fullCorrectTrials";"accScoringSystem"
"id199";"main4";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";21;3;0.875;0.875;24;21;0.875
"id199";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;4;0.666666666666667
"id199";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";21;3;0.875;0.875;24;3;0.5
"id22";"main1";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id22";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";13;11;0.541666666666667;0.541666666666667;24;0;0
"id22";"main3";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";16;8;0.666666666666667;0.666666666666667;21;3;0.5
"id22";"main4";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";20;4;0.833333333333333;0.833333333333333;23;20;0.833333333333333
"id22";"main5";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";16;8;0.666666666666667;0.666666666666667;22;5;0.416666666666667
"id22";"main6";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";21;3;0.875;0.875;23;21;0.875
"id130";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";17;2;0.708333333333333;0.894736842105263;18;17;0.708333333333333
"id130";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";21;1;0.875;0.954545454545455;21;10;0.833333333333333
"id130";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";14;4;0.583333333333333;0.777777777777778;17;5;0.416666666666667
"id130";"main4";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";21;3;0.875;0.875;24;3;0.5
"id130";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";12;8;0.5;0.6;17;1;0.166666666666667
"id130";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id245";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";17;1;0.708333333333333;0.944444444444444;18;17;0.708333333333333
"id245";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id245";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id245";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id245";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";24;0;1;1;24;6;1
"id245";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id19";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";13;11;0.541666666666667;0.541666666666667;24;13;0.541666666666667
"id19";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";15;9;0.625;0.625;24;15;0.625
"id19";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";10;12;0.416666666666667;0.454545454545455;20;2;0.166666666666667
"id19";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";13;11;0.541666666666667;0.541666666666667;24;0;0
"id19";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";12;12;0.5;0.5;22;3;0.25
"id19";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";12;12;0.5;0.5;24;0;0
"id60";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";10;4;0.416666666666667;0.714285714285714;13;10;0.416666666666667
"id60";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";17;3;0.708333333333333;0.85;20;3;0.5
"id60";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";21;3;0.875;0.875;24;3;0.5
"id60";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id60";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id60";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id53";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";16;2;0.666666666666667;0.888888888888889;16;8;0.666666666666667
"id53";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";17;7;0.708333333333333;0.708333333333333;20;3;0.5
"id53";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;2;0.833333333333333;0.909090909090909;22;20;0.833333333333333
"id53";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id53";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;6;0.75;0.75;24;2;0.333333333333333
"id53";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";21;3;0.875;0.875;24;9;0.75
"id147";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";17;3;0.708333333333333;0.85;18;8;0.666666666666667
"id147";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id147";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";19;5;0.791666666666667;0.791666666666667;20;4;0.666666666666667
"id147";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id147";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";19;5;0.791666666666667;0.791666666666667;24;2;0.333333333333333
"id147";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";22;1;0.916666666666667;0.956521739130435;23;22;0.916666666666667
"id201";"main1";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id201";"main2";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id201";"main3";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id201";"main4";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id201";"main5";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id201";"main6";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";24;0;1;1;24;6;1
"id115";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;6;0.75;0.75;24;3;0.5
"id115";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id115";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";20;4;0.833333333333333;0.833333333333333;24;4;0.666666666666667
"id115";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";21;3;0.875;0.875;24;21;0.875
"id115";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";19;5;0.791666666666667;0.791666666666667;24;7;0.583333333333333
"id115";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";18;6;0.75;0.75;24;18;0.75
"id241";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";13;2;0.541666666666667;0.866666666666667;14;13;0.541666666666667
"id241";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";10;6;0.416666666666667;0.625;12;1;0.166666666666667
"id241";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";13;3;0.541666666666667;0.8125;14;6;0.5
"id241";"main4";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";12;4;0.5;0.75;13;2;0.333333333333333
"id241";"main5";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";18;4;0.75;0.818181818181818;21;18;0.75
"id241";"main6";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";20;2;0.833333333333333;0.909090909090909;21;9;0.75
"id205";"main1";"yes";-1;-1;1;"STEM";-1;-1;-1;-1;"female";8;"paired";20;4;0.833333333333333;0.833333333333333;24;3;0.5
"id205";"main2";"yes";-1;-1;1;"STEM";-1;-1;-1;1;"female";8;"mixed";14;10;0.583333333333333;0.583333333333333;22;0;0
"id205";"main3";"yes";-1;-1;1;"STEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id205";"main4";"yes";-1;-1;1;"STEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id205";"main5";"yes";-1;-1;1;"STEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id205";"main6";"yes";-1;-1;1;"STEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id175";"main1";"yes";-1;-1;1;"STEM";-1;-1;-1;1;"female";8;"mixed";22;2;0.916666666666667;0.916666666666667;24;5;0.833333333333333
"id175";"main2";"yes";-1;-1;1;"STEM";-1;0;1;1;"female";4;"mixed";17;3;0.708333333333333;0.85;18;8;0.666666666666667
"id175";"main3";"yes";-1;-1;1;"STEM";-1;1;0;-1;"female";2;"paired";19;2;0.791666666666667;0.904761904761905;20;19;0.791666666666667
"id175";"main4";"yes";-1;-1;1;"STEM";-1;1;0;1;"female";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id175";"main5";"yes";-1;-1;1;"STEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id175";"main6";"yes";-1;-1;1;"STEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id32";"main1";"no";-1;-1;-1;"STEM";-1;-1;-1;1;"female";8;"mixed";17;7;0.708333333333333;0.708333333333333;20;2;0.333333333333333
"id32";"main2";"no";-1;-1;-1;"STEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id32";"main3";"no";-1;-1;-1;"STEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id32";"main4";"no";-1;-1;-1;"STEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id32";"main5";"no";-1;-1;-1;"STEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id32";"main6";"no";-1;-1;-1;"STEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id252";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id252";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id252";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id252";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id252";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id252";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";19;5;0.791666666666667;0.791666666666667;20;4;0.666666666666667
"id174";"main1";"yes";-1;-1;1;"STEM";-1;1;0;1;"female";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id174";"main2";"yes";-1;-1;1;"STEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id174";"main3";"yes";-1;-1;1;"STEM";-1;0;1;1;"female";4;"mixed";20;2;0.833333333333333;0.909090909090909;21;9;0.75
"id174";"main4";"yes";-1;-1;1;"STEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id174";"main5";"yes";-1;-1;1;"STEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;4;0.666666666666667
"id174";"main6";"yes";-1;-1;1;"STEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id39";"main1";"yes";-1;-1;1;"STEM";1;0;1;1;"male";4;"mixed";13;3;0.541666666666667;0.8125;14;6;0.5
"id39";"main2";"yes";-1;-1;1;"STEM";1;0;1;-1;"male";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id39";"main3";"yes";-1;-1;1;"STEM";1;-1;-1;-1;"male";8;"paired";16;8;0.666666666666667;0.666666666666667;24;1;0.166666666666667
"id39";"main4";"yes";-1;-1;1;"STEM";1;-1;-1;1;"male";8;"mixed";16;8;0.666666666666667;0.666666666666667;24;1;0.166666666666667
"id39";"main5";"yes";-1;-1;1;"STEM";1;1;0;-1;"male";2;"paired";21;3;0.875;0.875;24;21;0.875
"id39";"main6";"yes";-1;-1;1;"STEM";1;1;0;1;"male";2;"mixed";12;12;0.5;0.5;24;12;0.5
"id46";"main1";"no";-1;-1;-1;"STEM";-1;1;0;-1;"female";2;"paired";19;3;0.791666666666667;0.863636363636364;21;19;0.791666666666667
"id46";"main2";"no";-1;-1;-1;"STEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;23;10;0.833333333333333
"id46";"main3";"no";-1;-1;-1;"STEM";-1;-1;-1;1;"female";8;"mixed";21;3;0.875;0.875;22;4;0.666666666666667
"id46";"main4";"no";-1;-1;-1;"STEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id46";"main5";"no";-1;-1;-1;"STEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id46";"main6";"no";-1;-1;-1;"STEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id35";"main1";"yes";-1;-1;1;"STEM";1;0;1;-1;"male";4;"paired";16;2;0.666666666666667;0.888888888888889;16;8;0.666666666666667
"id35";"main2";"yes";-1;-1;1;"STEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id35";"main3";"yes";-1;-1;1;"STEM";1;1;0;1;"male";2;"mixed";12;5;0.5;0.705882352941177;16;12;0.5
"id35";"main4";"yes";-1;-1;1;"STEM";1;0;1;1;"male";4;"mixed";19;1;0.791666666666667;0.95;19;9;0.75
"id35";"main5";"yes";-1;-1;1;"STEM";1;1;0;-1;"male";2;"paired";20;1;0.833333333333333;0.952380952380952;20;20;0.833333333333333
"id35";"main6";"yes";-1;-1;1;"STEM";1;-1;-1;1;"male";8;"mixed";19;5;0.791666666666667;0.791666666666667;22;4;0.666666666666667
"id75";"main1";"no";-1;-1;-1;"STEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id75";"main2";"no";-1;-1;-1;"STEM";-1;-1;-1;1;"female";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id75";"main3";"no";-1;-1;-1;"STEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id75";"main4";"no";-1;-1;-1;"STEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id75";"main5";"no";-1;-1;-1;"STEM";-1;1;0;1;"female";2;"mixed";19;2;0.791666666666667;0.904761904761905;21;19;0.791666666666667
"id75";"main6";"no";-1;-1;-1;"STEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id158";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;2;0.75;0.9;18;4;0.666666666666667
"id158";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id158";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id158";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id158";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id158";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id224";"main1";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";14;0;0.583333333333333;1;14;7;0.583333333333333
"id224";"main2";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";14;2;0.583333333333333;0.875;14;3;0.5
"id224";"main3";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";11;1;0.458333333333333;0.916666666666667;11;5;0.416666666666667
"id224";"main4";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";6;14;0.25;0.3;16;0;0
"id224";"main5";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";18;3;0.75;0.857142857142857;20;18;0.75
"id224";"main6";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";24;0;1;1;24;24;1
"id233";"main1";"yes";-1;-1;1;"STEM";1;-1;-1;1;"male";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id233";"main2";"yes";-1;-1;1;"STEM";1;1;0;1;"male";2;"mixed";24;0;1;1;24;24;1
"id233";"main3";"yes";-1;-1;1;"STEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id233";"main4";"yes";-1;-1;1;"STEM";1;0;1;-1;"male";4;"paired";23;1;0.958333333333333;0.958333333333333;23;11;0.916666666666667
"id233";"main5";"yes";-1;-1;1;"STEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id233";"main6";"yes";-1;-1;1;"STEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id68";"main1";"yes";-1;-1;1;"STEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id68";"main2";"yes";-1;-1;1;"STEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id68";"main3";"yes";-1;-1;1;"STEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id68";"main4";"yes";-1;-1;1;"STEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id68";"main5";"yes";-1;-1;1;"STEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id68";"main6";"yes";-1;-1;1;"STEM";-1;-1;-1;1;"female";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id239";"main1";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";21;3;0.875;0.875;24;4;0.666666666666667
"id239";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";20;4;0.833333333333333;0.833333333333333;24;2;0.333333333333333
"id239";"main3";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";18;6;0.75;0.75;24;7;0.583333333333333
"id239";"main4";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";17;7;0.708333333333333;0.708333333333333;24;17;0.708333333333333
"id239";"main5";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";22;2;0.916666666666667;0.916666666666667;24;11;0.916666666666667
"id239";"main6";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";18;6;0.75;0.75;24;18;0.75
"id195";"main1";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";16;4;0.666666666666667;0.8;20;6;0.5
"id195";"main2";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";17;7;0.708333333333333;0.708333333333333;24;6;0.5
"id195";"main3";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";17;7;0.708333333333333;0.708333333333333;24;17;0.708333333333333
"id195";"main4";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";18;6;0.75;0.75;24;2;0.333333333333333
"id195";"main5";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";18;6;0.75;0.75;24;18;0.75
"id195";"main6";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";16;8;0.666666666666667;0.666666666666667;24;1;0.166666666666667
"id5";"main1";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";14;2;0.583333333333333;0.875;15;14;0.583333333333333
"id5";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";20;4;0.833333333333333;0.833333333333333;22;3;0.5
"id5";"main3";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id5";"main4";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id5";"main5";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id5";"main6";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id225";"main1";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";18;1;0.75;0.947368421052632;18;18;0.75
"id225";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";13;3;0.541666666666667;0.8125;14;2;0.333333333333333
"id225";"main3";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";17;2;0.708333333333333;0.894736842105263;18;17;0.708333333333333
"id225";"main4";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";12;4;0.5;0.75;14;2;0.333333333333333
"id225";"main5";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";14;2;0.583333333333333;0.875;14;7;0.583333333333333
"id225";"main6";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";20;2;0.833333333333333;0.909090909090909;20;10;0.833333333333333
"id129";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id129";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id129";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id129";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id129";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id129";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id191";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";13;11;0.541666666666667;0.541666666666667;22;0;0
"id191";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;2;0.875;0.91304347826087;22;21;0.875
"id191";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";18;3;0.75;0.857142857142857;21;18;0.75
"id191";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";18;6;0.75;0.75;24;2;0.333333333333333
"id191";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";15;9;0.625;0.625;23;4;0.333333333333333
"id191";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";21;3;0.875;0.875;24;10;0.833333333333333
"id78";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";12;4;0.5;0.75;15;5;0.416666666666667
"id78";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";19;5;0.791666666666667;0.791666666666667;23;19;0.791666666666667
"id78";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";9;7;0.375;0.5625;14;0;0
"id78";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";17;7;0.708333333333333;0.708333333333333;24;17;0.708333333333333
"id78";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";21;3;0.875;0.875;24;9;0.75
"id78";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";14;10;0.583333333333333;0.583333333333333;24;2;0.333333333333333
"id152";"main1";"no";-1;-1;-1;"STEM";1;1;0;1;"male";2;"mixed";12;1;0.5;0.923076923076923;12;12;0.5
"id152";"main2";"no";-1;-1;-1;"STEM";1;1;0;-1;"male";2;"paired";16;0;0.666666666666667;1;16;16;0.666666666666667
"id152";"main3";"no";-1;-1;-1;"STEM";1;0;1;1;"male";4;"mixed";13;3;0.541666666666667;0.8125;14;6;0.5
"id152";"main4";"no";-1;-1;-1;"STEM";1;-1;-1;1;"male";8;"mixed";16;4;0.666666666666667;0.8;18;3;0.5
"id152";"main5";"no";-1;-1;-1;"STEM";1;-1;-1;-1;"male";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id152";"main6";"no";-1;-1;-1;"STEM";1;0;1;-1;"male";4;"paired";20;2;0.833333333333333;0.909090909090909;20;10;0.833333333333333
"id127";"main1";"no";-1;-1;-1;"STEM";-1;0;1;-1;"female";4;"paired";16;6;0.666666666666667;0.727272727272727;20;6;0.5
"id127";"main2";"no";-1;-1;-1;"STEM";-1;-1;-1;-1;"female";8;"paired";14;10;0.583333333333333;0.583333333333333;24;0;0
"id127";"main3";"no";-1;-1;-1;"STEM";-1;-1;-1;1;"female";8;"mixed";19;5;0.791666666666667;0.791666666666667;24;3;0.5
"id127";"main4";"no";-1;-1;-1;"STEM";-1;1;0;-1;"female";2;"paired";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id127";"main5";"no";-1;-1;-1;"STEM";-1;1;0;1;"female";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id127";"main6";"no";-1;-1;-1;"STEM";-1;0;1;1;"female";4;"mixed";21;3;0.875;0.875;24;9;0.75
